2016-06-08 00:00:00,Unnamed: 1,2016-10-20 00:00:00,Unnamed: 3,2017-05-11 00:00:00,Unnamed: 5,2017-09-05 00:00:00,Unnamed: 7,2018-09-13 00:00:00,Unnamed: 9,2019-04-13 00:00:00,Unnamed: 11,2019-10-15 00:00:00,Unnamed: 13,2020-03-19 00:00:00,Unnamed: 15,2021-03-14 00:00:00,Unnamed: 17
1462,44.114999999999995,1364,45.385,1357,46.675,1357,46.675,1636,45.326,1212,44.726000000000006,1158,45.78,1113,45.85,1113,45.85
1661,46.071,1394,45.335,1423,46.765,1419,46.555,1681,44.516,1251,44.896,1238,46.96,1205,45.74,1205,45.74
1681,45.561,1426,45.635,1442,44.765,1422,46.555,1692,43.886,1323,44.986000000000004,1393,46.56,1209,44.98,1209,44.98
1692,46.111000000000004,1430,45.435,1468,46.776,1432,46.055,1703,42.836,1421,45.04600000000001,1399,48.16,1215,44.63,1215,44.63
1695,46.701,1457,45.035,1512,45.561,1437,45.254999999999995,1720,41.536,1422,46.676,1402,47.95,1251,44.76,1251,44.76
1712,46.581,1475,44.535,1542,45.061,1496,44.975,1737,41.236,1424,47.04600000000001,1403,47.93,1364,45.01,1364,45.01
1718,46.081,1504,44.435,1584,45.276,1501,44.845,1753,41.536,1425,45.276,1406,48.23,1410,45.08,1410,45.08
1724,44.281,1530,45.535,1632,46.581,1541,44.245,1769,41.636,1465,45.346000000000004,1485,47.79,1423,45.09,1423,45.09
1730,43.681,1552,45.735,1636,44.816,1579,44.245,1785,41.786,1480,47.226000000000006,1492,47.95,1424,46.94,1424,46.94
1739,43.401,1583,45.535,1644,44.781000000000006,1612,44.245,1800,41.886,1485,47.246,1497,47.32,1427,45.2,1427,45.2
1746,43.271,1662,43.735,1683,44.481,1630,44.145,1818,41.936,1487,48.326,1523,44.48,1467,45.38,1467,45.38
1754,42.471,1691,42.435,1688,44.501000000000005,1658,44.145,1835,41.886,1585,48.036,1529,45.55,1472,47.15,1472,47.15
1769,41.971,1718,41.635,1690,44.466,1677,44.145,1852,41.886,1589,46.826,1554,45.54,1481,47.16,1481,47.16
1780,41.672,1748,41.535,1700,44.451,1693,44.245,1869,41.786,1597,45.976000000000006,1564,44.94,1484,47.52,1484,47.52
1809,41.571,1805,41.535,1717,44.206,1724,44.045,1885,41.836,1636,44.826,1588,45.31,1494,47.95,1494,47.88
1828,41.571,1830,41.435,1734,43.906,1739,43.545,1901,41.786,1681,43.106,1599,43.71,1557,48.19,1562,47.77
1841,41.571,1914,41.435,1750,43.376000000000005,1775,43.245,1917,41.736,1692,43.086000000000006,1612,42.73,1586,47.98,1589,47.94
1852,41.671,1988,41.135,1766,43.056000000000004,1810,42.544999999999995,1948,41.736,1703,41.036,1617,42.5,1587,46.78,1592,45.75
1869,41.483,2019,41.035,1782,42.074000000000005,1825,42.445,1963,41.686,1720,40.736000000000004,1632,42.28,1590,46.65,1618,45.7
1873,41.471,2045,41.005,1797,41.463,1850,42.445,1980,41.686,1737,40.436,1637,42.3,1591,46.28,1658,45.62
1875,41.464,2064,41.235,1815,41.556000000000004,1889,42.644999999999996,1997,41.786,1753,40.736000000000004,1647,42.3,1605,45.78,1667,45.44
1883,41.471,2083,44.135,1832,41.356,1907,42.745,2013,41.936,1769,40.836000000000006,1652,42.09,1635,45.72,1669,44.32
1896,41.371,2103,44.434999999999995,1849,41.567,1924,42.745,2030,42.136,1785,40.986000000000004,1657,41.91,1651,45.21,1677,43.28
1909,41.371,2106,44.934999999999995,1866,41.256,1952,42.644999999999996,2066,42.786,1800,41.086000000000006,1663,41.71,1670,45.16,1723,41.08
1923,41.571,2145,45.225,1882,41.466,1968,42.445,2072,43.886,1818,41.136,1667,41.58,1675,43.86,1741,40.78
1939,41.671,2195,45.745,1898,41.056,1991,42.544999999999995,2078,45.556000000000004,1835,41.086000000000006,1672,41.49,1686,42.46,1757,40.78
1949,41.662,2200,47.035,1914,40.958999999999996,2013,42.345,2091,46.466,1852,41.086000000000006,1677,41.44,1692,41.66,1773,40.88
1955,41.571,2250,46.945,1945,41.056,2038,42.245,2099,46.966,1869,40.986000000000004,1682,41.54,1714,41.06,1788,40.88
1968,41.371,2300,47.004999999999995,1960,41.156,2058,41.845,2110,45.516000000000005,1885,41.036,1693,41.52,1739,40.56,1803,41.58
1977,41.471,2350,47.004999999999995,1977,41.356,2103,42.345,2176,46.446,1901,40.986000000000004,1698,41.51,1770,40.46,1818,41.58
1996,41.271,2400,46.945,1994,41.363,2178,44.345,2186,48.866,1917,40.936,1703,41.47,1804,40.76,1833,41.53
2014,41.181,2439,46.544999999999995,2010,41.259,2188,45.205,2194,48.846000000000004,1948,40.936,1708,41.47,1819,40.86,1848,41.48
2029,40.771,2442,47.434999999999995,2027,41.759,2212,46.184999999999995,2204,45.636,1963,40.886,1713,41.48,1837,40.96,1876,41.48
2061,41.271,2445,47.375,2063,41.778999999999996,2241,46.235,2262,45.516000000000005,1980,40.886,1718,41.46,1860,40.96,1890,41.42
2080,43.271,2447,46.595,2069,41.951,2248,47.074999999999996,2322,45.54600000000001,1997,40.986000000000004,1723,41.43,1873,41.06,1904,41.39
2091,44.282,2500,45.905,2088,41.955999999999996,2250,46.794999999999995,2368,45.586000000000006,2013,41.136,1728,41.47,1887,40.96,1918,41.38
2099,44.711,2600,45.835,2096,42.156000000000006,2256,47.555,2390,47.596000000000004,2030,41.336000000000006,1734,41.49,1903,40.91,1932,41.32
2102,44.761,2700,45.614999999999995,2157,43.056000000000004,2260,47.535,2409,46.556000000000004,2066,41.486000000000004,1739,41.5,1922,40.86,1947,41.3
2139,45.101,2800,45.574999999999996,2173,43.656000000000006,2300,47.324999999999996,2520,45.906000000000006,2072,43.086000000000006,1750,41.48,1939,40.81,1962,41.32
2156,45.321,2850,45.644999999999996,2183,44.396,2346,46.714999999999996,2570,45.79600000000001,2078,45.056000000000004,1755,41.44,1962,40.86,1977,41.32
2184,46.581,2900,45.535,2191,45.386,2362,48.225,2657,46.04600000000001,2091,45.966,1765,41.43,1981,40.91,1993,41.35
2190,47.561,3000,45.504999999999995,2201,45.956,2372,48.324999999999996,2695,45.716,2099,47.466,1770,41.39,2000,40.91,2009,41.18
2191,47.351,3100,45.065,2259,44.636,2387,46.925,2770,45.966,2110,45.016000000000005,1775,41.39,2018,40.86,2025,41.18
2200,46.285,3200,45.294999999999995,2319,44.246,2400,46.824999999999996,2870,45.606,2176,44.946000000000005,1780,41.38,2033,41.66,2043,41.59
2300,46.184999999999995,3300,45.175,2346,46.714999999999996,2500,46.355,2970,45.626000000000005,2186,48.86600000000001,1791,41.34,2065,42.46,2075,43.28
2400,45.875,3400,45.235,2362,48.225,2600,46.445,3045,45.196000000000005,2194,48.846000000000004,1796,41.34,2074,42.98,2078,44.13
2438,45.635,3500,45.235,2372,48.324999999999996,2652,45.905,3150,45.336000000000006,2204,45.636,1806,41.31,2084,45.61,2084,46.13
2442,47.425,3600,45.425,2387,46.925,2700,46.235,3195,45.316,2262,45.516000000000005,1811,41.29,2093,45.17,2092,45.3
2445,47.464999999999996,3700,45.285,2400,46.824999999999996,2800,45.975,3300,45.506,2322,45.54600000000001,1816,41.23,2099,47.24,2098,47.22
2453,45.745,3800,45.324999999999996,2500,46.355,2900,45.425,3381,45.446000000000005,2368,45.586000000000006,1821,41.37,2100,47.49,2102,46.97
2500,45.695,3900,45.464999999999996,2600,46.445,3000,45.815,3462,45.606,2372,47.476000000000006,1826,41.25,2103,46.93,2105,45.04
2600,45.635,4000,45.585,2652,45.905,3100,45.535,3562,45.566,2376,47.506,1831,41.15,2106,44.98,2127,44.85
2700,45.434999999999995,4100,45.614999999999995,2700,46.235,3200,45.555,3667,45.766000000000005,2378,48.226000000000006,1837,41.15,2143,44.68,2152,44.82
2800,45.455,4200,45.464999999999996,2800,45.975,3300,45.355,3702,45.586000000000006,2390,47.786,1842,41.13,2174,44.86,2173,44.86
2850,45.945,4218,45.425,2900,45.425,3400,45.294999999999995,3762,46.396,2399,47.36600000000001,1847,41.04,2188,48.97,2188,48.82
2900,45.385,4223,46.095,3000,45.815,3500,45.345,3902,45.646,2403,46.176,1852,41.08,2194,48.98,2194,48.98
3000,45.235,4236,44.345,3100,45.535,3600,45.464999999999996,4058,45.066,2408,46.196000000000005,1858,41.05,2195,48.97,2195,48.97
3096,45.315,4242,46.035,3200,45.555,3700,45.305,4192,45.316,2409,46.196000000000005,1863,41.04,2206,45.52,2206,45.52
3100,44.835,4245,45.695,3300,45.355,3800,45.375,4292,44.386,2424,46.166000000000004,1873,41.19,2234,45.45,2234,45.45
3170,44.355,4300,45.675,3400,45.294999999999995,3900,45.475,4392,43.86600000000001,2464,46.086000000000006,1878,40.96,2298,45.76,2298,45.76
3173,45.394999999999996,4400,45.305,3500,45.345,4000,45.614999999999995,4492,43.79600000000001,2517,45.626000000000005,1889,40.92,2322,45.57,2322,45.57
3200,45.125,4500,45.114999999999995,3600,45.464999999999996,4100,45.635,4574,44.436,2581,46.086000000000006,1899,40.97,2368,45.5,2368,45.5
3300,44.894999999999996,4600,45.254999999999995,3700,45.305,4197,45.885,4583,45.986000000000004,2657,45.986000000000004,1909,40.85,2373,47.46,2373,47.46
3400,45.065,4700,45.315,3800,45.375,4200,44.235,,,2731,45.956,1914,40.77,2376,47.52,2376,47.52
3500,45.085,4800,45.394999999999996,3900,45.475,4202,45.355,,,2796,46.056000000000004,1919,40.66,2378,48.23,2378,48.23
3591,45.475,4900,45.275,4000,45.614999999999995,4222,45.595,,,2885,45.666000000000004,1930,40.55,2390,47.49,2390,47.49
3594,44.294999999999995,5000,45.195,4100,45.635,4224,45.975,,,2942,45.61600000000001,1935,40.55,2410,46.18,2410,46.18
3597,45.475,5100,45.165,4197,45.885,4234,44.095,,,2996,45.656000000000006,1940,40.52,2463,46.33,2463,46.33
3600,45.155,5200,45.235,4200,44.235,4242,46.035,,,3074,45.386,1945,40.51,2509,45.92,2509,45.92
3700,45.085,5300,45.285,4202,45.355,4250,44.934999999999995,,,3145,45.206,1950,40.48,2518,45.59,2518,45.59
3800,45.165,5400,44.945,4222,45.595,4300,45.544999999999995,,,3223,45.166000000000004,1955,40.48,2578,45.65,2578,45.65
3900,45.184999999999995,5450,44.464999999999996,4224,45.975,4400,45.364999999999995,,,3295,46.086000000000006,1961,40.42,2579,46.09,2579,46.09
4000,45.415,5500,44.294999999999995,4234,44.095,4500,45.155,,,3370,45.386,1966,40.35,2648,46.2,2648,46.2
4100,45.475,5550,44.964999999999996,4242,46.035,4600,45.294999999999995,,,3458,45.376000000000005,1971,40.27,2657,45.95,2657,45.95
4200,45.385,5600,45.445,4250,44.934999999999995,4700,45.455,,,3531,45.596000000000004,1977,40.23,2767,45.33,2767,45.33
4217,45.144999999999996,5678,44.934999999999995,4300,45.544999999999995,4726,45.765,,,3626,45.686,1982,40.22,2797,46,2797,46
4225,46.035,5698,46.015,4400,45.364999999999995,4736,44.504999999999995,,,3696,45.596000000000004,1987,40.18,2846,45.95,2846,45.95
4233,43.975,5711,44.565,4500,45.155,4744,45.775,,,3748,45.486000000000004,1992,40.14,2963,45.25,2963,45.25
4241,46.095,5750,44.635,4600,45.294999999999995,4750,45.415,,,3751,47.006,1997,40.12,2996,45.58,2996,45.58
4250,45.425,5800,44.995,4700,45.455,4800,45.405,,,3758,46.956,2003,40.05,3062,45.54,3062,45.54
4300,45.445,5850,44.375,4726,45.765,4900,45.195,,,3759,45.806000000000004,2008,39.98,3117,45.46,3117,45.46
4400,45.165,5900,42.855,4736,44.504999999999995,5000,45.184999999999995,,,3764,45.696000000000005,2013,39.98,3118,44.89,3118,44.89
4500,44.905,5960,42.394999999999996,4744,45.775,5100,45.235,,,3766,47.126000000000005,2018,40.02,3146,45,3146,44.45
4600,45.055,6010,43.055,4750,45.415,5200,45.175,,,3767,47.166000000000004,2023,40.22,3211,45.11,3211,45.11
4700,45.074999999999996,6045,43.905,4800,45.405,5300,45.355,,,3769,45.666000000000004,2028,40.48,3270,45.2,3270,45.2
4800,45.195,6070,44.175,4900,45.195,5400,44.745,,,3830,45.626000000000005,2033,40.69,3272,44.49,3272,44.49
4900,45.035,6105,53.205,5000,45.184999999999995,5500,44.555,,,3896,45.556000000000004,2038,40.78,3298,44.87,3298,44.87
5000,44.845,6116,53.175,5100,45.235,5600,44.805,,,3985,45.456,2043,41.03,3352,44.48,3352,44.48
5100,44.815,6121,51.335,5200,45.175,5692,44.614999999999995,,,4052,44.946000000000005,2047,42.46,3354,45.48,3354,45.48
5200,44.995,6132,49.565,5300,45.355,5695,45.675,,,4096,45.176,2055,43.7,3433,45.43,3433,45.43
5300,45.004999999999995,6136,48.805,5400,44.745,5700,45.515,,,4195,45.316,2065,44.02,3544,45.47,3544,45.47
5400,44.745,6139,48.254999999999995,5500,44.555,5703,44.544999999999995,,,4197,44.806000000000004,2070,45.51,3626,45.72,3626,45.72
5450,43.925,6142,48.375,5600,44.805,5750,44.114999999999995,,,4296,44.336000000000006,2079,45.22,3630,46.04,3630,46.04
5500,43.805,6153,48.335,5692,44.614999999999995,5800,44.975,,,4410,43.936,2084,46.95,3639,45.98,3639,45.98
5600,45.175,,,5695,45.675,5900,43.035,,,4496,43.766000000000005,2086,46.88,3748,45.45,3748,45.45
5693,44.794999999999995,,,5700,45.515,6000,42.824999999999996,,,4544,43.666000000000004,2087,46.96,3752,46.94,3752,46.94
5695,46.085,,,5703,44.544999999999995,6072,44.035,,,4583,44.726000000000006,2090,45.07,3759,46.97,3759,46.97
5701,45.934999999999995,,,5750,44.114999999999995,6103,53.254999999999995,,,4593,45.006,2117,44.78,3765,46.17,3765,46.17
5709,44.245,,,5800,44.975,6114,53.175,,,,,2135,44.86,3768,46.93,3768,46.93
5800,44.725,,,5900,43.035,6123,51.305,,,,,2139,44.93,3771,45.83,3771,45.83
5900,42.464999999999996,,,6000,42.824999999999996,6127,51.125,,,,,2148,48.73,3781,45.64,3781,45.64
5950,42.765,,,6072,44.035,6132,49.565,,,,,2156,48.81,3897,45.57,3897,45.57
5953,41.745,,,6103,53.254999999999995,6136,48.805,,,,,2161,46.14,3935,45.44,3935,45.44
6008,41.824999999999996,,,6114,53.175,6139,48.254999999999995,,,,,2246,46.24,3991,45.17,3991,45.17
6013,42.655,,,6123,51.305,6142,48.375,,,,,2330,46.06,4051,44.64,4051,44.64
6074,43.324999999999996,,,6127,51.125,6153,48.335,,,,,2332,47.74,4055,45.26,4055,45.26
6104,51.235,,,6132,49.565,,,,,,,2357,47.28,4097,45.16,4097,45.16
6132,51.044999999999995,,,6136,48.805,,,,,,,2358,45.7,4196,45.31,4196,45.31
6136,48.805,,,6139,48.254999999999995,,,,,,,2396,45.48,4198,44.39,4198,44.39
6139,48.254999999999995,,,6142,48.375,,,,,,,2397,46.18,4297,44.27,4297,44.27
6142,48.375,,,6153,48.335,,,,,,,2488,46.2,4342,44.16,4342,44.16
6153,48.335,,,,,,,,,,,2582,45.93,4498,43.56,4498,43.56
,,,,,,,,,,,,2672,45.85,4553,43.81,4553,43.81
,,,,,,,,,,,,2753,45.57,4585,44.64,4585,44.64
,,,,,,,,,,,,2826,45.41,,,,
,,,,,,,,,,,,2884,45.38,,,,
,,,,,,,,,,,,2926,45.34,,,,
,,,,,,,,,,,,2936,45.36,,,,
,,,,,,,,,,,,2949,45.46,,,,
,,,,,,,,,,,,2960,45.38,,,,
,,,,,,,,,,,,2991,44.57,,,,
,,,,,,,,,,,,3000,43.89,,,,
,,,,,,,,,,,,3004,45.38,,,,
,,,,,,,,,,,,3071,44.81,,,,
,,,,,,,,,,,,3160,45.16,,,,
,,,,,,,,,,,,3240,45.2,,,,
,,,,,,,,,,,,3325,45.06,,,,
,,,,,,,,,,,,3416,45,,,,
,,,,,,,,,,,,3506,44.99,,,,
,,,,,,,,,,,,3546,45.1,,,,
,,,,,,,,,,,,3549,46.67,,,,
,,,,,,,,,,,,3553,46.7,,,,
,,,,,,,,,,,,3557,44.59,,,,
,,,,,,,,,,,,3559,44.64,,,,
,,,,,,,,,,,,3563,46.1,,,,
,,,,,,,,,,,,3566,44.96,,,,
,,,,,,,,,,,,3641,44.71,,,,
,,,,,,,,,,,,3742,44.42,,,,
,,,,,,,,,,,,3824,44.49,,,,
,,,,,,,,,,,,3904,44.59,,,,
,,,,,,,,,,,,3994,44.5,,,,
,,,,,,,,,,,,4085,45.02,,,,
,,,,,,,,,,,,4118,44.92,,,,
,,,,,,,,,,,,4120,45.48,,,,
,,,,,,,,,,,,4202,45.31,,,,
,,,,,,,,,,,,4205,45.96,,,,
,,,,,,,,,,,,4210,44.75,,,,
,,,,,,,,,,,,4216,44.85,,,,
,,,,,,,,,,,,4220,46.03,,,,
,,,,,,,,,,,,4224,44.91,,,,
,,,,,,,,,,,,4240,43.88,,,,
,,,,,,,,,,,,4319,43.84,,,,
,,,,,,,,,,,,4341,43.68,,,,
,,,,,,,,,,,,4343,45.24,,,,
,,,,,,,,,,,,4398,45.1,,,,
,,,,,,,,,,,,4474,45.14,,,,
,,,,,,,,,,,,4561,45.17,,,,
,,,,,,,,,,,,4621,45.18,,,,
,,,,,,,,,,,,4627,45.54,,,,
,,,,,,,,,,,,4629,44.38,,,,
,,,,,,,,,,,,4630,44.34,,,,
,,,,,,,,,,,,4632,45.91,,,,
,,,,,,,,,,,,4634,45.18,,,,
,,,,,,,,,,,,4727,45.36,,,,
,,,,,,,,,,,,4820,45.34,,,,
,,,,,,,,,,,,4913,45.14,,,,
,,,,,,,,,,,,5001,45.1,,,,
,,,,,,,,,,,,5098,45.06,,,,
,,,,,,,,,,,,5187,44.98,,,,
,,,,,,,,,,,,5263,44.79,,,,
,,,,,,,,,,,,5353,44.49,,,,
,,,,,,,,,,,,5431,44.41,,,,
,,,,,,,,,,,,5433,43.63,,,,
,,,,,,,,,,,,5503,43.7,,,,
,,,,,,,,,,,,5567,43.77,,,,
,,,,,,,,,,,,5664,43.88,,,,
,,,,,,,,,,,,5669,45.79,,,,
,,,,,,,,,,,,5676,45.86,,,,
,,,,,,,,,,,,5680,43.42,,,,
,,,,,,,,,,,,5766,43.14,,,,
,,,,,,,,,,,,5767,42.77,,,,
,,,,,,,,,,,,5821,42.79,,,,
,,,,,,,,,,,,5908,42.34,,,,
,,,,,,,,,,,,5994,42.24,,,,
,,,,,,,,,,,,6044,42.95,,,,
,,,,,,,,,,,,6076,50.99,,,,
,,,,,,,,,,,,6083,53.04,,,,
,,,,,,,,,,,,6097,53.06,,,,
,,,,,,,,,,,,6105,50.67,,,,
,,,,,,,,,,,,6109,50.59,,,,
,,,,,,,,,,,,6115,50.52,,,,
